Date,workoutId,exerciseId,singleSetId,exerciseName,reps,weight,fake_user_id
2021-02-18,Uo9nwewgrB,G1mxtZtEs5,cVttRWVLGm,Back Squat,10,47.62725549074217,fake_id_549
2021-06-02,8lBmNKC1jp,HpJxPvuCBP,VSp0xp9xd9,Dumbbell Clean,10,6.8038936415345965,fake_id_552
2021-09-06,XMRZj9ZdgY,erjFOF21dc,MVsMxcKGvG,Reverse Barbell Curl,4,24.947610018960187,fake_id_542
2021-08-13,REz5eu6ZdH,zJlvUiMLou,dubxBru6No,Barbell Incline Bench Press,4,20.0,fake_id_548
2021-05-12,FsLvG6Kmr6,AF7Qq7XK2r,YJUDe8zXIn,Air Squats,8,0.0,fake_id_584
2021-05-12,GjeMaNZGpn,nNMm3ywt6H,MgeDioCsRB,Pike Push Up,10,0.0,fake_id_582
2021-01-25,JdlI3LHNXs,otjt26R0oL,5ltuZErRhY,Barbell Shoulder Press,7,43.091326396385774,fake_id_563
2021-06-09,bagFJh0utS,wNarovWdLy,5CpbZgKDCH,Cable Crunch,10,31.75150366049478,fake_id_566
2021-08-10,25zCUtUwwv,QUvE80fdlJ,2E7Eg7ZC3n,Tricep Kickback,12,6.8038936415345965,fake_id_562
2021-03-16,kUPpAf72ks,9VAkz3bNl4,6t3HQ9azN6,Decline Push Up,7,0.0,fake_id_553
2021-07-23,fl6Xrr8r3n,QFhUumXlvb,X3v4f40HIB,Reverse Grip Barbell Bent Over Row,10,52.16318458509857,fake_id_557
2021-05-19,ZwfNGggwhN,6wga8VycHO,oZjTLGuJaB,Clean Deadlift,4,52.16318458509857,fake_id_582
2021-02-05,5CK0ktJTq9,EAjKaB5zWy,KdFKAnG18T,Dumbbell Kickbacks,7,4.535929094356398,fake_id_553
2021-08-15,ZLcTKcLHL6,N6zu9IJNBz,nNK1mZP7Ce,Leg Raise,10,0.0,fake_id_601
2021-06-12,zHCVKOMWnm,dOrcZrFXST,zygm320grO,Handle Band Pec Fly,8,0.0,fake_id_553
2021-04-01,ZxiRqPoha7,ewEcdHovom,E9AZ25RHcd,Hanging Leg Raise,14,0.0,fake_id_567
2021-03-20,VRrI7cFKKy,EAjKaB5zWy,A9imPPt5qQ,Dumbbell Kickbacks,8,4.0,fake_id_601
2021-02-25,HhasZ5fPoF,58REE5sJU1,hLgD5xT7rh,Russian Twist,8,23.813627745371086,fake_id_550
2021-08-17,XHXA7JIp46,djuvlRHUvb,eZTEhz9BkJ,Dumbbell Rear Delt Raise,9,3.628743275485118,fake_id_553
2021-01-05,t2XKByu57B,58REE5sJU1,LdjWDsdGON,Russian Twist,22,6.350300732098956,fake_id_572
2021-06-17,YxbLLWB8IG,7wof3tzAVY,B4WjCcrmsu,Smith Machine Stiff-Legged Deadlift,15,40.82336184920758,fake_id_565
2021-01-01,jE1XwNJThh,06kzIMnTzR,8EBBSFKvL3,Oblique Crunch,15,0.0,fake_id_558
2021-06-03,AJRzaIoI0A,G1mxtZtEs5,UA0EDdT2uA,Back Squat,8,70.0,fake_id_569
2021-02-21,R8YN5a71Yo,zJlvUiMLou,EgRYDDsdry,Barbell Incline Bench Press,15,36.28743275485118,fake_id_555
2021-08-07,8Csi3VqkOj,djuvlRHUvb,S7BobDUY4g,Dumbbell Rear Delt Raise,12,7.0,fake_id_597
2021-09-09,5UIiXLyxFh,wNImc4b4MY,lE3kbKqREa,Leg Curl,8,40.82336184920758,fake_id_577
2021-04-10,8m7PHBStBR,AF7Qq7XK2r,HWUEJkpeiY,Air Squats,15,22.67964547178199,fake_id_543
2021-08-20,wWm3r051v6,aIzmfLklht,LgbLefx4YH,Dumbbell Step Up,6,4.535929094356398,fake_id_560
2021-08-28,rsPH9mG69e,s5tzCNPRXw,LTZc76Uo9D,Lunge Jump,8,0.0,fake_id_542
2021-06-16,y0Fidopnry,BN1DjSE1Zi,Ht0EGov8Vr,Romanian Deadlift,10,20.41168092460379,fake_id_578
2021-08-03,KoXFeXqzMz,BTmBzxhAmZ,mtPYaXLkMl,Dumbbell Pullover,10,21.0,fake_id_597
2021-11-13,CLhH6D7lhV,zJlvUiMLou,GcyZlybMXo,Barbell Incline Bench Press,12,63.50300732098956,fake_id_593
2021-06-25,OA7yE2AdUv,wNImc4b4MY,NrAEkq8Zmv,Leg Curl,12,70.0,fake_id_551
2021-08-24,VfCCCcZTBX,9fptvki4pW,yEj7ymLxgi,Barbell Hip Thrust,10,61.235042773811365,fake_id_565
2021-09-04,XFt1DBntfs,k4ivWt2zuv,yHtM3MxNMO,Barbell Glute Bridge,12,95.0,fake_id_597
2021-09-05,mwCWmNaAJA,r4bOO0fDTv,8tm930m0L2,Plank,0,0.0,fake_id_605
2021-01-10,NQlIVbDvzr,7wof3tzAVY,5BH4kplqRg,Smith Machine Stiff-Legged Deadlift,10,11.339822735890994,fake_id_549
2021-08-24,nfrVneXfSh,PK3FADlv5b,IZ05bgQwu3,Floor Press,10,43.091326396385774,fake_id_587
2021-03-05,CblEiv27Vl,G1mxtZtEs5,4w1AFmQ87Y,Back Squat,8,102.05840462301894,fake_id_577
2021-06-19,itfyG6h7NH,r7LqFtCsNv,ssaAf8elLK,Decline Leg Raise,12,0.0,fake_id_572
2021-04-27,iAz8rPUvUa,djuvlRHUvb,anraFBiZnJ,Dumbbell Rear Delt Raise,7,4.535929094356398,fake_id_579
2021-01-20,RwKQswLd8Q,zJlvUiMLou,2BvM2Qpbhi,Barbell Incline Bench Press,8,79.37875915123695,fake_id_563
2021-08-04,yoaKrFPVCj,nNMm3ywt6H,g08xUW8szb,Pike Push Up,6,0.0,fake_id_553
2021-07-07,16rzj85taT,dFycDkJyHe,oNI7pB3JZv,Dumbbell Shoulder Raise,6,6.8038936415345965,fake_id_550
2021-01-28,BiMIK6biva,otjt26R0oL,KDGxvCwZq8,Barbell Shoulder Press,8,40.0,fake_id_545
2021-11-07,8OYsdLySxs,zJlvUiMLou,QusFsL9VCn,Barbell Incline Bench Press,9,77.11079460405875,fake_id_600
2021-06-07,Uu9O5BCiAG,AF7Qq7XK2r,4gW62KctsW,Air Squats,10,0.0,fake_id_552
2021-08-28,9SWBomOWjc,GbK7ZSbRC6,6pEGbp7eWi,Kettlebell Sumo High Pull,16,12.0,fake_id_597
2021-12-07,4tZsqzUJGp,N6zu9IJNBz,tQy5KOmzcZ,Leg Raise,12,0.0,fake_id_591
2021-12-14,2EDhlWKq0y,UThEK7cf4f,iaXv0QKBK7,Machine Fly,8,65.77097186816776,fake_id_600
2021-07-08,7FXEW09Z2e,dFycDkJyHe,zQClaHqBAk,Dumbbell Shoulder Raise,7,13.607787283069193,fake_id_576
2021-07-12,S4DGBneaXW,N6zu9IJNBz,n6tsEqPjtv,Leg Raise,12,0.0,fake_id_542
2021-08-30,rBzGDMaTpl,nNMm3ywt6H,UuStgOGprw,Pike Push Up,10,0.0,fake_id_545
2021-07-05,7TH35srtPU,gALxFFZcI4,mfr8GdFTCG,Dumbbell Decline Bench Press,10,29.483539113316585,fake_id_566
2021-07-18,aqc2ECbK2H,9VAkz3bNl4,KSucY5FttQ,Decline Push Up,4,0.0,fake_id_553
2021-09-22,OrWXJ1Tjcn,RqCbxJr56l,RHJpAB6XbQ,Tricep Press,8,24.947610018960187,fake_id_547
2021-06-29,33UqN2A4Xa,G1mxtZtEs5,0CZ9LD5Bte,Back Squat,13,61.235042773811365,fake_id_565
2021-10-09,6eK4DASdgq,zJlvUiMLou,gyWeIwggjR,Barbell Incline Bench Press,15,31.75150366049478,fake_id_547
2021-10-19,VVWwe2HKob,k4ivWt2zuv,erFhlOCw4Q,Barbell Glute Bridge,10,20.41168092460379,fake_id_578
2021-07-23,YeEsqSDhfO,Gx6Z2fevPD,jiLnm12m8w,Incline Dumbbell Row,13,18.14371637742559,fake_id_550
2021-03-23,EeF9U9gQxo,06kzIMnTzR,eqqnKiLqyI,Oblique Crunch,9,0.0,fake_id_559
2021-09-04,EngO4Co9m4,243X43p1XP,FIzmT8zVCX,Seated Leg Curl,8,24.947610018960187,fake_id_574
2021-04-29,dD0wtBDEBK,N6zu9IJNBz,fTrnXPfR9y,Leg Raise,12,0.0,fake_id_569
2021-08-16,pC0bF7NVO4,G1mxtZtEs5,mmlwBrmB5q,Back Squat,8,61.235042773811365,fake_id_577
2021-09-19,nOkwxWatB9,dOrcZrFXST,h2yPk10kcK,Handle Band Pec Fly,15,0.0,fake_id_545
2021-02-18,iEXESDVnL3,zJlvUiMLou,ljiJjCS8ue,Barbell Incline Bench Press,3,106.59433371737533,fake_id_563
2021-01-07,6XyCWeLoul,DhkjvJNsNR,FvfpiQLnWi,Sit Up,11,0.0,fake_id_572
2021-02-09,ijFOj1CiCs,9VAkz3bNl4,GnyHCwwNFm,Decline Push Up,16,0.0,fake_id_593
2021-02-13,CSRtF7igbr,djuvlRHUvb,7X0wzskAHI,Dumbbell Rear Delt Raise,8,5.443114913227677,fake_id_542
2021-02-08,dGJgE96uA9,dFycDkJyHe,83lDzkvkR4,Dumbbell Shoulder Raise,15,10.0,fake_id_551
2021-11-20,n7xOibCbos,fxXbcxfkLt,bK8mRi1ulC,Exercise Ball Crunch,14,0.0,fake_id_542
2021-05-25,W4buemxB7G,3GvUTFN8up,txvHayhAkP,Calf Raise,15,40.82336184920758,fake_id_543
2021-01-13,IMnRW3OGVA,06kzIMnTzR,kzof9dpcpE,Oblique Crunch,8,0.0,fake_id_581
2021-01-16,6CTyGbXCue,wNarovWdLy,SO8tsnkoxY,Cable Crunch,12,40.82336184920758,fake_id_581
2021-04-30,F1Xr6uM12A,AOQBAQ8rXC,y5NJsTZ1tF,Pendlay Row,5,47.62725549074217,fake_id_567
2021-08-19,4nBpUSnaVt,BN1DjSE1Zi,mGaN0udAW5,Romanian Deadlift,8,70.30690096252415,fake_id_587
2021-05-22,vJXYDtFns2,JZcl0pTDEj,SJ1yHM7Uau,TRX Glute Bridge,10,0.0,fake_id_542
2021-05-14,8VgtNCCtKB,s5tzCNPRXw,hNsABXRPoZ,Lunge Jump,10,0.0,fake_id_584
2021-07-11,whJ3PfULot,DdtF1OFcuQ,omSrspmP72,Tricep Push Up,10,0.0,fake_id_545
2021-03-30,fbmGlDGXj8,ewEcdHovom,jsxfIwriB3,Hanging Leg Raise,9,0.0,fake_id_565
2021-09-01,aYkiyT2jXe,UThEK7cf4f,WypEqUtMof,Machine Fly,10,54.43114913227677,fake_id_562
2021-05-08,ypW8FxHmoc,9ykyHFs36M,sw5EAGyAae,Clean,5,43.091326396385774,fake_id_552
2021-07-31,mtaoMsuok6,N6zu9IJNBz,4UN80hS7tp,Leg Raise,15,0.0,fake_id_543
2021-11-11,IHo66XUj0c,G1mxtZtEs5,EAr8ybr8z4,Back Squat,15,63.50300732098956,fake_id_593
2021-11-04,Mj7DvzKVaZ,N6zu9IJNBz,zXPyrEMoJk,Leg Raise,17,0.0,fake_id_548
2021-03-25,2J7IOCg5YE,jgnSb5e39S,Obq4uS4uUJ,Australian Chin Up,13,0.0,fake_id_575
2021-08-17,1FJ6b1yqq1,djuvlRHUvb,bhkIBjvNhi,Dumbbell Rear Delt Raise,6,2.267964547178199,fake_id_560
2021-02-13,jqZsxbxlaq,cDYgx7gYHz,f2DuFwfrcD,Tate Press,13,5.443114913227677,fake_id_549
2021-09-09,qwX2wdjuTj,djuvlRHUvb,ceRUCS5CD0,Dumbbell Rear Delt Raise,20,2.5,fake_id_548
2021-08-24,v5AvJQxR1M,UQBXLgsfXN,CD5YpVGycN,Dumbbell Shrug,14,16.0,fake_id_597
2021-11-23,ZOTBTtXSd0,wNImc4b4MY,QjoJObFd0M,Leg Curl,12,25.0,fake_id_545
2021-01-02,AsFIqcImkO,AOQBAQ8rXC,nl7JLEgCU3,Pendlay Row,15,22.67964547178199,fake_id_544
2021-05-20,l2WDaI38Qy,UQBXLgsfXN,AzjMdyiYg9,Dumbbell Shrug,20,22.67964547178199,fake_id_543
2021-04-20,gDMuP7enaQ,1mSqEHZVVv,fRIHyuoikK,Machine Reverse Fly,15,38.55539730202938,fake_id_564
2021-07-08,APxPLwKl7r,zJlvUiMLou,1hg7AyMNX3,Barbell Incline Bench Press,8,15.0,fake_id_548
2021-06-16,9RbGIvSFiR,Mok6zwcCl9,Gao5c18ZKs,Cable Upright Row,10,36.28743275485118,fake_id_556
2021-09-23,5YrVSf6wB0,j9nla5kTfn,03k8PahwZp,Kettlebell Hang Clean,5,7.257486550970236,fake_id_553
2021-08-18,fWodJrOBab,GbK7ZSbRC6,vKEmJCLiQg,Kettlebell Sumo High Pull,12,13.607787283069193,fake_id_556
2021-06-24,vC9gaIp00a,oCzmU1KcYe,DZSGUS2mX3,Cable Shoulder Internal Rotation,10,5.669911367945497,fake_id_564
2021-03-28,innKfvaXNG,r4bOO0fDTv,5hFbwjkz2O,Plank,0,0.0,fake_id_560
2021-05-28,uo275DuFvI,r4bOO0fDTv,shxzP95Cjo,Plank,0,0.0,fake_id_572
2021-01-05,5do7PqW6p5,DhkjvJNsNR,b6Vwh8GoJj,Sit Up,12,0.0,fake_id_542
2021-06-28,qvsksn78u1,N6zu9IJNBz,yvkORDL4L7,Leg Raise,20,110.0,fake_id_551
2021-01-13,48Wi7UpKzZ,243X43p1XP,atmgB00KM6,Seated Leg Curl,10,22.67964547178199,fake_id_606
2021-06-30,EfzqmNJUDq,QFhUumXlvb,KDbOf79ucz,Reverse Grip Barbell Bent Over Row,15,61.235042773811365,fake_id_543
2021-09-09,Bi3zeBnPfE,LaUm5Jl8hd,tEyOhb2NMx,Sled Pull,0,29.483539113316585,fake_id_542
2021-09-24,96KNUrXaj8,geCUwfcZLR,4aPNERiA3K,Hang Clean,18,29.483539113316585,fake_id_584
2021-05-22,pmUyQxsLhL,BN1DjSE1Zi,3tHp0WC7GJ,Romanian Deadlift,8,100.0,fake_id_551
2021-04-07,CTkm9Iz0Ur,BTmBzxhAmZ,I9dpVAqy7l,Dumbbell Pullover,12,11.339822735890994,fake_id_550
2021-08-30,PIskWo2Df6,y2Gg0PEzd8,9JRGMXiKwH,Preacher Curl,15,27.5,fake_id_569
2021-06-09,bagFJh0utS,06kzIMnTzR,Cl1TWpZH9c,Oblique Crunch,8,26.081592292549285,fake_id_566
2021-01-27,1ld6q5ACYY,k4ivWt2zuv,yR87U0UOLH,Barbell Glute Bridge,3,86.18265279277155,fake_id_554
2021-02-24,z9AJQQodK3,BN1DjSE1Zi,Eal8mkhhu8,Romanian Deadlift,8,74.84283005688056,fake_id_554
2021-08-24,v5AvJQxR1M,ACSgVaipTW,mL4cT0HrOz,Dumbbell Squeeze Press,10,16.0,fake_id_597
2021-07-01,4nExTAbAus,N6zu9IJNBz,Akeqi951el,Leg Raise,15,0.0,fake_id_542
2021-11-03,mKb2Wq71Oe,oCzmU1KcYe,lMfDohnRJY,Cable Shoulder Internal Rotation,10,4.535929094356398,fake_id_543
2021-07-05,x3BaGL8kZ9,ACSgVaipTW,YPOqxtEdln,Dumbbell Squeeze Press,9,7.937875915123695,fake_id_550
2021-04-16,nawWRd7Gnx,xPS7RzoOGm,vHEb1biTEE,Bent Over Barbell Row,4,47.62725549074217,fake_id_567
2021-07-12,q7DKCkEWPi,k4ivWt2zuv,cd222rjD8U,Barbell Glute Bridge,6,120.0,fake_id_597
2021-06-19,itfyG6h7NH,Gx6Z2fevPD,leglbGLJdI,Incline Dumbbell Row,6,22.67964547178199,fake_id_572
2021-01-22,ROq0UeVRdH,BN1DjSE1Zi,sgPfz7uv0V,Romanian Deadlift,6,27.215574566138386,fake_id_544
2021-08-19,kUj5WGRqXx,so3n0BqhED,v8BCtjCzzs,Smith Machine Calf Raise,10,163.29344739683032,fake_id_590
2021-03-08,oSkBEXuZA7,UQBXLgsfXN,hHUCsPLTPB,Dumbbell Shrug,11,13.607787283069193,fake_id_589
2021-05-31,vgRFfDBri6,BN1DjSE1Zi,kh1uOkbTEO,Romanian Deadlift,11,52.16318458509857,fake_id_580
2021-04-23,eryvhTmf5d,N6zu9IJNBz,moqcqotaFr,Leg Raise,8,0.0,fake_id_578
2021-06-01,xX9zcXCfrD,aIzmfLklht,KbsTPC0QXz,Dumbbell Step Up,10,15.87575183024739,fake_id_552
2021-06-23,49RCWNJx7F,G1mxtZtEs5,Ix1IYmO6ld,Back Squat,10,102.05840462301894,fake_id_543
2021-06-01,xX9zcXCfrD,k4ivWt2zuv,ik1dw2qYGI,Barbell Glute Bridge,9,47.62725549074217,fake_id_552
2021-03-24,B6dG7iikSX,fxXbcxfkLt,B7EmjdZ9RQ,Exercise Ball Crunch,21,0.0,fake_id_580
2021-06-08,cDqQZzfgcA,zJlvUiMLou,QMcXACTblm,Barbell Incline Bench Press,10,47.62725549074217,fake_id_572
2021-10-21,mivLDqoaVD,LaUm5Jl8hd,GQD8kIW02z,Sled Pull,0,31.75150366049478,fake_id_542
2021-03-16,YW1F3qxI22,HpJxPvuCBP,f6jkTxeFlv,Dumbbell Clean,13,15.87575183024739,fake_id_554
2021-05-15,I1AwOagsQJ,06kzIMnTzR,iPEoj7BaxU,Oblique Crunch,10,22.67964547178199,fake_id_566
2021-11-04,HN7p1B9Kfe,tSjey8z21h,dwLpAFCOWQ,TRX Chest Press,3,0.0,fake_id_553
2021-02-06,OMGWd7Bubl,7wof3tzAVY,sab9q18hYW,Smith Machine Stiff-Legged Deadlift,10,40.82336184920758,fake_id_547
2021-01-09,zgZqU0dH4j,BN1DjSE1Zi,cJ4xALsz3N,Romanian Deadlift,12,60.0,fake_id_551
2021-06-15,A3wbK8gf3l,s5tzCNPRXw,JS38QgzbN5,Lunge Jump,9,0.0,fake_id_594
2021-03-09,dN5pYPZerN,BTmBzxhAmZ,ZaSLX2jwnz,Dumbbell Pullover,9,29.483539113316585,fake_id_583
2021-08-24,jYYytEaKfq,erjFOF21dc,qDWdkC1NVz,Reverse Barbell Curl,6,29.483539113316585,fake_id_594
2021-09-05,W3jQFfAchy,r4bOO0fDTv,JDUIZ87fL6,Plank,0,0.0,fake_id_601
2021-08-27,p2rCUvyyJb,Gx6Z2fevPD,kmKCogVdul,Incline Dumbbell Row,8,23.813627745371086,fake_id_550
2021-04-23,VhuVESbtRi,djuvlRHUvb,vAvWIQuoS8,Dumbbell Rear Delt Raise,11,12.0,fake_id_569
2021-07-13,iZ6DYDIFfX,BN1DjSE1Zi,UACpEB55Gn,Romanian Deadlift,12,20.41168092460379,fake_id_578
2021-08-21,ebJMytnfdO,06kzIMnTzR,dKhDCO6GVQ,Oblique Crunch,10,26.081592292549285,fake_id_566
2021-06-23,HDrkpqHW80,G1mxtZtEs5,UUKReXBPDe,Back Squat,20,50.0,fake_id_545
2021-03-06,oNruJDuhCy,ACSgVaipTW,Xdx6KivjQy,Dumbbell Squeeze Press,7,31.75150366049478,fake_id_583
2021-04-13,p85QmKkCGj,BN1DjSE1Zi,kWDr9jbDfO,Romanian Deadlift,8,70.30690096252415,fake_id_542
2021-12-06,hVi2M7hwWX,r4bOO0fDTv,EUtHnnRXPt,Plank,0,0.0,fake_id_593
2021-07-18,zgR0Uu9eSQ,PK3FADlv5b,HWYPsGFHey,Floor Press,10,54.43114913227677,fake_id_562
2021-01-03,TcCWklSHSA,k4ivWt2zuv,AUXBVCwzf3,Barbell Glute Bridge,10,20.0,fake_id_548
2021-05-29,8BBpyLcDFG,BN1DjSE1Zi,3P1Mzbi5PX,Romanian Deadlift,7,15.0,fake_id_548
2021-02-24,nrq9ALZEEy,fxXbcxfkLt,bbeeBvCC9h,Exercise Ball Crunch,24,0.0,fake_id_602
2021-09-29,7bOgePLJyn,wNImc4b4MY,tv6dtJGq2V,Leg Curl,10,36.28743275485118,fake_id_577
2021-10-14,hXIc8lWUd6,ewEcdHovom,o0lODWjbC4,Hanging Leg Raise,9,0.0,fake_id_542
2021-09-22,kJEMB06nUX,G1mxtZtEs5,BniuXGebzU,Back Squat,12,83.91468824559335,fake_id_566
2021-05-05,U3wTV2yvom,516XLLabVp,cPHAOCCblB,Scapular Pull Up,10,0.0,fake_id_543
2021-11-05,NKndRDleb3,G1mxtZtEs5,73cD2Gj3UM,Back Squat,10,40.0,fake_id_585
2021-11-03,ylnAFcSuLA,58REE5sJU1,V2CJk9qc4r,Russian Twist,28,5.669911367945497,fake_id_584
2021-01-04,n2T2RjNDT0,AF7Qq7XK2r,FETZosyFWS,Air Squats,20,0.0,fake_id_591
2021-06-08,bALlHoOs1z,3GvUTFN8up,Apyj9z81dH,Calf Raise,11,0.0,fake_id_561
2021-09-02,J4GXkjDrIH,EAjKaB5zWy,HKf64kRQZW,Dumbbell Kickbacks,10,11.339822735890994,fake_id_602
2021-07-03,thpvBX6U38,HpJxPvuCBP,H5nNuxZD6q,Dumbbell Clean,8,6.8038936415345965,fake_id_550
2021-01-08,ZKa4UbpSc2,9fptvki4pW,xFABUT0PhS,Barbell Hip Thrust,12,74.84283005688056,fake_id_562
2021-06-19,F5RR9lXZmD,ewEcdHovom,9rGRsOpDsN,Hanging Leg Raise,11,0.0,fake_id_566
2021-05-08,asZewZeuiR,aIzmfLklht,uwk7a7RI45,Dumbbell Step Up,11,6.8038936415345965,fake_id_542
2021-06-02,CWL9xXDaxV,4IMiKZHvCG,7LrBD7eaw9,Shotgun Row,5,22.67964547178199,fake_id_565
2021-03-11,xzqXeGACxi,y2Gg0PEzd8,Xwr73cwG7g,Preacher Curl,9,34.01946820767298,fake_id_580
2021-10-22,X6Tr8PnbTP,qfkBJ4A5eQ,DqKSTP2N06,Dead Bug,12,0.0,fake_id_559
2021-09-22,z0pImFU4bU,oDI8CKhqJi,ENdIA5mnX7,Single Arm Preacher Curl,10,9.071858188712795,fake_id_587
2021-04-21,IIBaURMHai,DhkjvJNsNR,FCLDTNv8fp,Sit Up,15,0.0,fake_id_545
2021-10-26,4REHcLrp0h,UQBXLgsfXN,OxCv31xDka,Dumbbell Shrug,15,31.75150366049478,fake_id_573
2021-08-10,EdducnqmHu,G1mxtZtEs5,hV8WzBSJIs,Back Squat,6,20.41168092460379,fake_id_561
2021-05-25,jc3hGK4CMe,3GvUTFN8up,Mzbd6umLYh,Calf Raise,12,0.0,fake_id_601
2021-05-26,v5JMPhRpGv,k3yxx2a6oz,X6X0AK0tSC,Seated Machine Calf Press,15,60.0,fake_id_551
2021-12-13,72pzCpth5x,G1mxtZtEs5,JNU4nTjTAj,Back Squat,6,102.05840462301894,fake_id_573
2021-01-10,5BIWsM9HqA,DdtF1OFcuQ,KmKncNfeIU,Tricep Push Up,14,0.0,fake_id_550
2021-09-08,oGUxIr4bfp,BN1DjSE1Zi,EgxeO4GDBh,Romanian Deadlift,8,43.091326396385774,fake_id_546
2021-09-08,eEBXtBoB4M,DhkjvJNsNR,N9KDEnXrWj,Sit Up,8,0.0,fake_id_578
2021-01-16,5mHF7pqOxI,ACSgVaipTW,FmmRzF8mE2,Dumbbell Squeeze Press,14,9.071858188712795,fake_id_562
2021-10-10,0FKK5h9yfG,G1mxtZtEs5,nGKxjsprhZ,Back Squat,8,97.52247552866254,fake_id_566
2021-09-22,3FDD4xJIu6,06kzIMnTzR,0nTOOKPH9B,Oblique Crunch,20,0.0,fake_id_588
2021-03-26,289c2CHmyp,xPS7RzoOGm,ZSDb3YjeBO,Bent Over Barbell Row,8,50.0,fake_id_597
2021-02-05,ArrWXswSP3,G1mxtZtEs5,8NLPWhnAzZ,Back Squat,12,70.0,fake_id_551
2021-01-16,VAWf557GHF,otjt26R0oL,61MWJzk5dN,Barbell Shoulder Press,10,10.0,fake_id_548
2021-10-18,ZyyrM7SF5I,EAjKaB5zWy,uZYZv4QizU,Dumbbell Kickbacks,12,6.0,fake_id_545
2021-06-03,TPyg9kMKuk,DdtF1OFcuQ,k6QjEdSTWi,Tricep Push Up,8,0.0,fake_id_546
2021-11-29,313otwuw86,zJlvUiMLou,H5JWmCG0Lu,Barbell Incline Bench Press,8,40.0,fake_id_591
2021-06-04,BZNEDlo4i3,UThEK7cf4f,GlmKGbxAvC,Machine Fly,8,70.0,fake_id_569
2021-07-24,TKQdAw8r6e,HggeHLeipS,B7WPn3zhfy,Cable Double Bicep Curl,10,4.535929094356398,fake_id_543
2021-05-15,KWKfjGC2YN,06kzIMnTzR,gIYH5lno79,Oblique Crunch,9,0.0,fake_id_584
2021-07-11,zKt0EtjxMX,DhkjvJNsNR,IdDaYBuHte,Sit Up,11,0.0,fake_id_561
2021-07-15,QRNJfyH0AK,xPS7RzoOGm,PkDWKH1sC3,Bent Over Barbell Row,12,92.98654643430615,fake_id_593
2021-09-26,SzhG0fZRer,AF7Qq7XK2r,z0YaHBS5R7,Air Squats,10,0.0,fake_id_545
2021-12-05,ufIK5TRLhX,xPS7RzoOGm,86FpuAJdIz,Bent Over Barbell Row,8,83.91468824559335,fake_id_587
2021-07-04,meUkuC5fGB,06kzIMnTzR,GWhcFdtyXS,Oblique Crunch,10,26.081592292549285,fake_id_566
2021-04-21,Fvxe1z6XS5,wNarovWdLy,1WrRX6Zdu2,Cable Crunch,10,21.545663198192887,fake_id_566
2021-10-07,N6xew5uGwI,zJlvUiMLou,9E5m9qnhPq,Barbell Incline Bench Press,10,52.16318458509857,fake_id_566
2021-04-29,UDxLhQu8jA,243X43p1XP,8k9DdqHAYw,Seated Leg Curl,15,40.82336184920758,fake_id_551
2021-12-08,DnMDfeEWZl,BN1DjSE1Zi,M94Yk6tWkb,Romanian Deadlift,4,97.52247552866254,fake_id_600
2021-02-25,joahY4jDL3,k3yxx2a6oz,R7tZOFWyRY,Seated Machine Calf Press,20,50.0,fake_id_551
2021-05-03,nj7u7DHRjy,EAjKaB5zWy,RUbuVv6DGk,Dumbbell Kickbacks,12,6.8038936415345965,fake_id_543
2021-04-27,dKw9Bx0PXL,3GvUTFN8up,9LIWQcnBxC,Calf Raise,15,0.0,fake_id_545
2021-09-13,W80QwjyKIN,243X43p1XP,AP309SI27i,Seated Leg Curl,6,49.895220037920375,fake_id_584
2021-06-07,j0dnRwEiQD,BTmBzxhAmZ,nBjw9ossYX,Dumbbell Pullover,12,9.071858188712795,fake_id_560
2021-01-26,Bb4BmTXocO,9fptvki4pW,Mzj6OfPINM,Barbell Hip Thrust,10,22.67964547178199,fake_id_542
2021-07-27,mahScOf2Fv,otjt26R0oL,2UpJa75FPr,Barbell Shoulder Press,10,27.215574566138386,fake_id_586
2021-10-12,B6cscDnIbr,erjFOF21dc,4DkTILuHRo,Reverse Barbell Curl,6,27.215574566138386,fake_id_559
2021-06-26,bJDCNjdPnl,DdtF1OFcuQ,B4oGYwREUJ,Tricep Push Up,9,0.0,fake_id_576
2021-07-09,5iCRas6xpS,EAjKaB5zWy,BwSn2Xx5uM,Dumbbell Kickbacks,10,7.937875915123695,fake_id_568
2021-05-27,QbvBHvtuzr,DdtF1OFcuQ,TuzMixrB25,Tricep Push Up,22,0.0,fake_id_544
2021-01-27,xHxEieEH6o,243X43p1XP,lu1GvdEZH7,Seated Leg Curl,12,56.69911367945497,fake_id_562
2021-09-27,Lt6Qt45oQL,y2Gg0PEzd8,4jC247EgLE,Preacher Curl,22,18.14371637742559,fake_id_593
2021-05-12,UXd8KXkMfd,9VAkz3bNl4,d07hHgsXTq,Decline Push Up,14,0.0,fake_id_550
2021-11-13,5qWegdG9ut,otjt26R0oL,tN6CF5iyn6,Barbell Shoulder Press,4,20.0,fake_id_571
2021-07-13,bq9WSWDqvL,AF7Qq7XK2r,0M0KlZMmhn,Air Squats,12,10.205840462301895,fake_id_558
2021-09-14,tTXD4pjCgn,erjFOF21dc,2EXqadj6di,Reverse Barbell Curl,10,29.483539113316585,fake_id_594
2021-10-14,MGgMcP8IHg,zJlvUiMLou,BFZj8xGf6T,Barbell Incline Bench Press,13,61.235042773811365,fake_id_600
